"Force (N) Run #4"
6,124
6,123
6,124
6,126
6,129
6,131
6,129
6,131
6,131
6,136
6,142
6,140
6,135
6,129
6,126
6,128
6,129
6,131
6,131
6,126
6,123
6,126
6,126
6,123
6,124
6,124
6,126
6,133
6,135
6,131
6,131
6,133
6,131
6,124
6,124
6,126
6,126
6,126
6,126
6,123
6,119
6,123
6,128
6,126
6,128
6,131
6,128
6,128
6,128
6,131
6,135
6,133
6,126
6,123
6,124
6,124
6,126
6,129
6,124
6,123
6,128
6,129
6,128
6,124
6,126
6,123
6,121
6,121
6,126
6,124
6,126
6,131
6,126
6,126
6,129
6,129
6,128
6,123
6,121
6,123
6,126
6,126
6,126
6,128
6,124
6,121
6,119
6,123
6,128
6,128
6,128
6,131
6,136
6,136
6,133
6,129
6,131
6,129
6,128
6,131
6,131
6,124
6,121
6,124
6,124
6,123
6,124
6,124
6,123
6,121
6,123
6,124
6,124
6,128
6,133
6,133
6,133
6,135
6,133
6,133
6,135
6,131
6,131
6,128
6,123
6,123
6,128
6,129
6,126
6,128
6,131
6,129
6,124
6,128
6,135
6,135
6,135
6,131
6,124
6,123
6,124
6,129
6,133
6,129
6,123
6,121
6,123
6,123
6,124
6,128
6,123
6,121
6,128
6,131
6,131
6,128
6,129
6,129
6,124
6,123
6,128
6,129
6,131
6,129
6,128
6,124
6,121
6,124
6,128
6,126
6,124
6,128
6,129
6,129
6,124
6,123
6,129
6,135
6,128
6,126
6,124
6,121
6,128
6,129
6,124
6,126
6,126
6,121
6,119
6,123
6,126
6,123
6,123
6,126
6,124
6,123
6,123
6,124
6,128
6,128
6,131
6,131
6,135
6,133
6,126
6,126
6,131
6,129
6,124
6,121
6,121
6,124
6,128
6,123
6,128
6,133
6,128
6,126
6,126
6,128
6,133
6,131
6,128
6,128
6,128
6,128
6,126
6,126
6,124
6,124
6,124
6,128
6,129
6,129
6,133
6,129
6,128
6,131
6,131
6,129
6,126
6,123
6,126
6,128
6,128
6,128
6,129
6,129
6,124
6,124
6,124
6,124
6,129
6,128
6,128
6,126
6,123
6,124
6,128
6,128
6,126
6,128
6,129
6,129
6,131
6,129
6,126
6,123
6,124
6,129
6,131
6,131
6,126
6,124
6,126
6,123
6,123
6,121
6,121
6,119
6,124
6,128
6,124
6,124
6,124
6,124
6,123
6,123
6,126
6,128
6,129
6,128
6,124
6,126
6,126
6,126
6,124
6,119
6,121
6,124
6,129
6,131
6,129
6,126
6,124
6,128
6,133
6,135
6,136
6,131
6,128
6,126
6,128
6,129
6,124
6,123
6,124
6,119
6,121
6,128
6,126
6,123
6,121
6,126
6,128
6,131
6,136
6,135
6,131
6,128
6,128
6,128
6,126
6,126
6,126
